PK,Store_Number,Store_State,Item_Code,Item_Name,Package_Type,Retail,Actual_Sales_$_L52W,L52W_in_Stock,Normalized_Sales_$_L52W,Age_of_the_Store_(years),Store_Size,Households_(HH),%_HH_Income_>_$100K,Median_HH_Income,Average_Net_Worth,%_Population_w/_Bachelor's_Degree_+,%_Hispanic,%_Asian,%_African_American,%_Population_Age_50-70,Store_Tier,Price_to_Stock_Ratio,Stock_to_Sales_Ratio,Income_Age_Interaction,Nor_sales_per_store_size
2605_1287750,2605,MI,1287750.0,Los Vascos Cabernet Sauvignon,750ml,12.99,14.0,8,91.0,0.64, Large ,70177,49.6,98966.0,1808879.0,55.4,4.3,13.0,4.6,27.0,4,1.4433333333333334,0.08695652173913043,1339.2,91.0
936_1287750,936,FL,1287750.0,Los Vascos Cabernet Sauvignon,750ml,11.99,242.0,46,273.0,0.96, Medium ,191164,26.1,51604.0,582251.0,37.2,79.5,1.4,7.8,24.3,1,0.2551063829787234,0.1678832116788321,634.23,734.22
1703_1287750,1703,MA,1287750.0,Los Vascos Cabernet Sauvignon,750ml,11.99,1574.0,52,1574.0,7.69, Medium ,86737,31.7,61435.0,861694.0,38.3,21.7,9.8,12.0,23.0,4,0.22622641509433963,0.03301587301587302,729.1,970.0
215_1287750,215,VA,1287750.0,Los Vascos Cabernet Sauvignon,750ml,13.99,1541.0,52,1541.0,8.47, Large ,35526,64.4,123099.0,1921243.0,53.5,19.5,14.0,12.6,19.8,2,0.2639622641509434,0.03372243839169909,1275.1200000000001,2205.33
514_1287750,514,TX,1287750.0,Los Vascos Cabernet Sauvignon,750ml,7.97,961.0,35,1428.0,7.15, Large ,155078,35.4,64147.0,619907.0,53.6,38.6,6.6,10.6,16.5,0,0.22138888888888889,0.0244926522043387,584.1,1349.4
2705_1287750,2705,IN,1287750.0,Los Vascos Cabernet Sauvignon,750ml,11.49,770.0,50,801.0,1.15, Large ,58751,27.6,62925.0,608708.0,31.3,11.1,4.5,18.6,22.2,4,0.22529411764705884,0.06234413965087282,612.72,800.8
1707_1287750,1707,MA,1287750.0,Los Vascos Cabernet Sauvignon,750ml,11.99,366.0,51,373.0,1.67, Medium ,353454,44.0,83926.0,634488.0,57.5,19.8,13.8,19.3,18.5,4,0.23057692307692307,0.13636363636363635,814.0,989.02
302_1287750,302,NJ,1287750.0,Los Vascos Cabernet Sauvignon,750ml,10.97,2083.0,52,2083.0,26.35, Medium ,195507,37.7,71908.0,1291591.0,42.3,22.0,6.4,39.9,24.6,3,0.2069811320754717,0.02495201535508637,927.4200000000001,1691.5
523_1287750,523,TX,1287750.0,Los Vascos Cabernet Sauvignon,750ml,9.99,858.0,52,858.0,6.96, Large ,87784,44.6,90801.0,857716.0,40.0,24.1,7.7,10.5,19.2,2,0.18849056603773584,0.06053550640279395,856.32,908.25
913_1287750,913,FL,1287750.0,Los Vascos Cabernet Sauvignon,750ml,9.99,1057.0,52,1057.0,16.63, Medium ,108034,24.6,57550.0,870506.0,29.3,10.6,5.3,4.5,31.3,3,0.18849056603773584,0.04914933837429111,769.98,649.5
1807_1287750,1807,MO,1287750.0,Los Vascos Cabernet Sauvignon,750ml,11.99,96.0,26,192.0,0.6, Large ,41517,41.7,84423.0,1081938.0,43.9,6.0,2.2,17.6,24.7,3,0.44407407407407407,0.13471502590673576,1029.99,323.0
202_1287750,202,VA,1287750.0,Los Vascos Cabernet Sauvignon,750ml,13.99,2325.0,52,2325.0,27.01, Medium ,126019,55.7,109886.0,1897495.0,54.5,20.8,17.9,15.7,24.9,3,0.2639622641509434,0.02235597592433362,1386.93,1376.5
203_1287750,203,VA,1287750.0,Los Vascos Cabernet Sauvignon,750ml,13.99,2088.0,49,2216.0,26.47, Large ,225161,52.8,104908.0,1383598.0,59.5,23.6,13.7,14.8,22.6,2,0.2798,0.02210193955796121,1193.28,2340.35
1501_1287750,1501,CT,1287750.0,Los Vascos Cabernet Sauvignon,750ml,9.99,2737.0,52,2737.0,11.91, Large ,53733,55.5,114356.0,2416222.0,57.2,20.9,5.7,10.8,26.8,3,0.18849056603773584,0.018991964937910884,1487.4,2737.0
1412_1287750,1412,WA,1287750.0,Los Vascos Cabernet Sauvignon,750ml,11.99,691.0,50,719.0,8.65, Medium ,25582,37.5,80542.0,933080.0,32.6,9.1,9.3,4.2,24.7,1,0.23509803921568628,0.06944444444444445,926.25,718.64
611_1287750,611,NC,1287750.0,Los Vascos Cabernet Sauvignon,750ml,15.49,11770.0,52,11770.0,20.02, Medium ,109956,34.5,68575.0,848519.0,57.0,11.9,5.2,24.1,21.5,2,0.29226415094339625,0.004417636564438026,741.75,11770.0
802_1287750,802,GA,1287750.0,Los Vascos Cabernet Sauvignon,750ml,12.99,1995.0,52,1995.0,17.35, Medium ,65746,37.3,79168.0,1115435.0,47.8,12.5,7.1,21.6,23.3,4,0.24509433962264152,0.026052104208416832,869.0899999999999,1995.0
901_1287750,901,FL,1287750.0,Los Vascos Cabernet Sauvignon,750ml,9.99,1417.0,52,1417.0,19.18, Small ,112471,28.6,57338.0,751078.0,40.7,38.1,3.2,18.1,24.0,2,0.18849056603773584,0.036671368124118475,686.4000000000001,1417.0
1806_1287750,1806,MO,1287750.0,Los Vascos Cabernet Sauvignon,750ml,11.99,227.0,50,236.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,0.23509803921568628,0.2109704641350211,1241.31,167.96
507_1287750,507,TX,1287750.0,Los Vascos Cabernet Sauvignon,750ml,9.99,732.0,52,732.0,10.45, Large ,87469,42.4,85349.0,1118838.0,50.2,22.1,20.3,11.2,22.8,2,0.18849056603773584,0.07094133697135062,966.72,908.25
2201_1287750,2201,NY,1287750.0,Los Vascos Cabernet Sauvignon,750ml,8.99,7942.0,52,7942.0,6.99, Large ,145881,56.2,113250.0,2286117.0,43.9,22.4,14.3,17.0,25.8,4,0.16962264150943396,0.006546644844517185,1449.96,7942.0
509_1287750,509,TX,1287750.0,Los Vascos Cabernet Sauvignon,750ml,7.97,1082.0,52,1082.0,9.45, Large ,123967,42.3,83942.0,838499.0,56.3,34.1,5.2,4.0,20.6,2,0.15037735849056602,0.04801477377654663,871.38,908.25
2002_1287750,2002,TN,1287750.0,Los Vascos Cabernet Sauvignon,750ml,13.99,174.0,43,211.0,2.96, Large ,42984,52.5,104831.0,2274695.0,67.1,7.1,8.0,7.3,26.7,4,0.31795454545454543,0.2028301886792453,1401.75,210.42
214_1287750,214,VA,1287750.0,Los Vascos Cabernet Sauvignon,750ml,13.99,428.0,52,428.0,19.67, Medium ,115833,62.4,125578.0,2322931.0,63.6,17.5,23.3,6.7,25.3,2,0.2639622641509434,0.12121212121212122,1578.72,1376.5
2801_1287750,2801,KS,1287750.0,Los Vascos Cabernet Sauvignon,750ml,10.99,21.0,10,109.0,0.96, Large ,41452,35.6,71941.0,1143166.0,49.6,7.8,8.7,14.4,22.9,3,0.9990909090909091,0.09090909090909091,815.24,1661.4
1603_1287750,1603,MN,1287750.0,Los Vascos Cabernet Sauvignon,750ml,10.99,1345.0,50,1399.0,10.14, Large ,68674,46.0,91151.0,1352855.0,45.9,7.2,6.3,12.0,25.3,4,0.21549019607843137,0.03571428571428571,1163.8,1398.8
205_1287750,205,VA,1287750.0,Los Vascos Cabernet Sauvignon,750ml,13.99,2987.0,52,2987.0,26.47, Large ,112024,69.1,159315.0,2995145.0,76.9,13.2,16.9,4.2,26.0,4,0.2639622641509434,0.01740294511378849,1796.6,2205.33
302_1915750,302,NJ,1915750.0,Buccella Cabernet Sauvignon Napa,750ml,319.99,320.0,39,427.0,26.35, Medium ,195507,37.7,71908.0,1291591.0,42.3,22.0,6.4,39.9,24.6,2,7.999750000000001,0.0911214953271028,927.4200000000001,426.67
2504_1915750,2504,LA,1915750.0,Buccella Cabernet Sauvignon Napa,750ml,219.97,6599.0,42,8170.0,3.1, Large ,69180,36.1,74187.0,1121516.0,48.1,6.4,5.0,28.9,23.0,3,5.115581395348837,0.005140129727083588,830.3000000000001,8170.19
2604_1915750,2604,MI,1915750.0,Buccella Cabernet Sauvignon Napa,750ml,319.99,2640.0,52,2640.0,2.97, Large ,99987,34.6,75015.0,947401.0,31.6,3.0,5.6,8.2,26.9,3,6.037547169811321,0.01968951154865581,930.74,1485.0
2602_1915750,2602,MI,1915750.0,Buccella Cabernet Sauvignon Napa,750ml,319.99,330.0,52,330.0,2.95, Large ,74390,48.1,95634.0,1714835.0,57.1,2.9,15.0,7.0,29.2,4,6.037547169811321,0.15709969788519637,1404.52,1485.0
908_1940750,908,FL,1940750.0,Hestan Vineyards Cabernet Napa Vly,750ml,164.99,290.0,52,290.0,17.01, Large ,64972,40.4,79478.0,2029369.0,43.0,24.6,1.8,6.4,27.3,4,3.1130188679245285,0.17869415807560138,1102.92,220.0
931_1940750,931,FL,1940750.0,Hestan Vineyards Cabernet Napa Vly,750ml,149.99,150.0,26,300.0,6.48, Large ,162992,22.1,52054.0,616482.0,31.6,38.4,2.2,32.8,25.6,4,5.555185185185185,0.08637873754152824,565.7600000000001,440.0
1801_1940750,1801,MO,1940750.0,Hestan Vineyards Cabernet Napa Vly,750ml,149.99,411.0,21,1018.0,9.16, Medium ,65540,52.2,103817.0,2376480.0,64.2,3.1,8.2,3.8,28.2,2,6.817727272727273,0.020608439646712464,1472.04,1017.71
1139_1945750,1139,CA,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,358.0,52,358.0,1.14, Large ,299012,41.5,80990.0,840862.0,49.1,33.5,9.9,21.8,23.4,3,2.169622641509434,0.14484679665738162,971.0999999999999,578.85
533_1945750,533,TX,1945750.0,Catena Zapata Nicolas Red,750ml,104.99,396.0,52,396.0,5.07, Medium ,80652,27.3,60233.0,558872.0,26.6,66.2,2.9,4.3,22.3,0,1.980943396226415,0.1309823677581864,608.7900000000001,426.17
705_1945750,705,SC,1945750.0,Catena Zapata Nicolas Red,750ml,109.99,175.0,52,175.0,4.73, Large ,39008,47.8,94176.0,1544341.0,64.0,2.3,1.8,11.9,24.9,2,2.0752830188679243,0.29545454545454547,1190.2199999999998,537.5
1119_1945750,1119,CA,1945750.0,Catena Zapata Nicolas Red,750ml,134.99,391.0,52,391.0,7.59, Medium ,95422,32.4,67022.0,920392.0,36.4,36.7,11.0,6.2,21.7,3,2.546981132075472,0.1326530612244898,703.0799999999999,372.0
1121_1945750,1121,CA,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,100.0,52,100.0,7.02, Large ,65961,74.2,165740.0,2343649.0,63.9,12.6,34.9,3.4,24.3,3,2.263962264150943,0.5148514851485149,1803.0600000000002,578.85
1702_1945750,1702,MA,1945750.0,Catena Zapata Nicolas Red,750ml,99.99,790.0,52,790.0,8.47, Medium ,363647,46.1,89166.0,704587.0,57.8,18.5,13.8,9.4,19.2,2,1.8866037735849055,0.06573957016434892,885.12,590.0
531_1945750,531,TX,1945750.0,Catena Zapata Nicolas Red,750ml,129.99,247.0,52,247.0,4.59, Small ,181332,37.3,74464.0,864068.0,53.9,38.4,4.4,16.4,20.0,3,2.4526415094339624,0.20967741935483872,746.0,247.0
613_1945750,613,NC,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,125.0,52,125.0,14.05, Medium ,66168,55.8,111573.0,2080707.0,65.1,7.0,9.3,8.3,26.1,3,2.263962264150943,0.4126984126984127,1456.38,540.0
1129_1945750,1129,CA,1945750.0,Catena Zapata Nicolas Red,750ml,111.19,1744.0,52,1744.0,2.9, Large ,221630,36.5,72351.0,544837.0,45.5,34.2,10.8,7.8,19.8,3,2.0979245283018866,0.02979942693409742,722.7,578.85
912_1945750,912,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,1800.0,52,1800.0,18.18, Medium ,161891,22.7,52353.0,650376.0,31.6,40.9,2.0,36.4,25.1,3,2.263962264150943,0.028872848417545807,569.77,1480.17
519_1945750,519,TX,1945750.0,Catena Zapata Nicolas Red,750ml,104.99,1271.0,52,1271.0,7.59, Large ,70748,63.6,123797.0,1717510.0,58.6,22.0,19.9,13.2,20.8,2,1.980943396226415,0.040880503144654086,1322.88,810.67
905_1945750,905,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,840.0,52,840.0,17.7, Large ,114906,35.1,67832.0,1601701.0,46.7,18.5,2.8,10.9,27.7,4,2.263962264150943,0.06183115338882283,972.27,1574.38
2604_1945750,2604,MI,1945750.0,Catena Zapata Nicolas Red,750ml,164.99,125.0,52,125.0,2.97, Large ,99987,34.6,75015.0,947401.0,31.6,3.0,5.6,8.2,26.9,3,3.1130188679245285,0.4126984126984127,930.74,248.33
306_1945750,306,NJ,1945750.0,Catena Zapata Nicolas Red,750ml,91.97,100.0,52,100.0,2.13, Large ,125089,41.6,81688.0,1403105.0,36.8,37.2,6.3,13.2,24.5,4,1.7352830188679245,0.5148514851485149,1019.2,492.33
1903_1945750,1903,WI,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,4396.0,51,4482.0,6.67, Medium ,115070,27.7,61994.0,628142.0,32.0,17.5,4.8,3.4,26.1,0,2.3075,0.01137631050635735,722.97,4482.2
925_1945750,925,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,700.0,52,700.0,9.34, Medium ,100968,27.5,62603.0,830749.0,38.9,24.2,3.9,15.3,25.9,2,2.263962264150943,0.07417974322396577,712.25,1480.17
1402_1945750,1402,WA,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,834.0,52,834.0,12.12, Large ,108755,36.5,70671.0,827365.0,31.1,16.8,24.4,14.9,23.5,1,2.263962264150943,0.06227544910179641,857.75,657.33
1105_1945750,1105,CA,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,648.0,52,648.0,14.28, Small ,112976,46.7,91951.0,1420834.0,41.8,39.3,23.2,2.0,23.2,4,2.169622641509434,0.08012326656394453,1083.44,711.0
932_1945750,932,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,1382.0,52,1382.0,3.3, Medium ,113408,25.5,58043.0,524331.0,32.3,90.7,1.3,2.6,25.3,3,2.263962264150943,0.03759942154736081,645.15,1480.17
401_1945750,401,MD,1945750.0,Catena Zapata Nicolas Red,750ml,129.99,1118.0,52,1118.0,28.01, Medium ,120003,35.8,72889.0,1078772.0,42.5,4.6,5.7,37.6,24.4,2,2.4526415094339624,0.04647006255585344,873.5199999999999,1118.0
605_1945750,605,NC,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,1375.0,50,1430.0,21.92, Medium ,119342,37.5,73576.0,958429.0,58.5,12.7,5.3,29.4,20.7,4,2.3527450980392155,0.03494060097833683,776.25,561.6
1804_1945750,1804,MO,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,225.0,52,225.0,2.15, Large ,62406,48.0,95727.0,1449941.0,42.5,3.3,3.3,4.8,24.3,2,2.263962264150943,0.23008849557522124,1166.4,399.5
803_1945750,803,GA,1945750.0,Catena Zapata Nicolas Red,750ml,99.99,970.0,52,970.0,15.99, Large ,104773,47.7,93894.0,1623966.0,68.1,14.3,10.7,15.5,21.7,2,1.8866037735849055,0.053553038105046344,1035.09,970.0
210_1945750,210,VA,1945750.0,Catena Zapata Nicolas Red,750ml,139.99,120.0,52,120.0,23.61, Large ,54009,35.1,75562.0,1184772.0,40.4,9.3,4.0,14.8,24.0,3,2.6413207547169812,0.4297520661157025,842.4000000000001,120.0
702_1945750,702,SC,1945750.0,Catena Zapata Nicolas Red,750ml,109.99,900.0,52,900.0,20.15, Large ,65062,29.2,60808.0,627934.0,43.6,3.8,2.0,33.3,21.9,2,2.0752830188679243,0.05771365149833518,639.4799999999999,537.5
1112_1945750,1112,CA,1945750.0,Catena Zapata Nicolas Red,750ml,89.99,621.0,52,621.0,11.39, Large ,34549,37.2,71445.0,2141335.0,41.2,24.5,4.0,1.8,31.4,4,1.6979245283018867,0.08360128617363344,1168.08,578.85
1401_1945750,1401,WA,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,333.0,52,333.0,12.35, Large ,101821,65.4,141954.0,2180090.0,72.3,6.9,31.9,2.4,24.7,4,2.263962264150943,0.15568862275449102,1615.38,657.33
908_1945750,908,FL,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,2255.0,52,2255.0,17.01, Large ,64972,40.4,79478.0,2029369.0,43.0,24.6,1.8,6.4,27.3,4,2.169622641509434,0.02304964539007092,1102.92,1574.38
1113_1945750,1113,CA,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,236.0,52,236.0,9.41, Medium ,184931,44.7,88924.0,1290551.0,38.8,31.2,24.8,6.4,25.1,3,2.169622641509434,0.21940928270042195,1121.97,372.0
915_1945750,915,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,2374.0,52,2374.0,16.32, Medium ,87528,42.6,84991.0,1231215.0,40.0,53.7,5.8,20.6,25.0,3,2.263962264150943,0.021894736842105262,1065.0,1480.17
518_1945750,518,TX,1945750.0,Catena Zapata Nicolas Red,750ml,104.99,540.0,51,551.0,7.65, Medium ,221166,37.9,71798.0,963270.0,60.4,28.1,11.1,22.3,20.7,2,2.0190384615384613,0.09239130434782608,784.53,434.52
617_1945750,617,NC,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,120.0,14,446.0,0.38, Medium ,50373,46.4,92656.0,1119212.0,48.6,14.3,8.2,23.3,22.8,3,7.999333333333333,0.03131991051454139,1057.92,2005.71
940_1945750,940,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,1078.0,52,1078.0,1.1, Small ,120259,29.4,58554.0,855976.0,36.8,19.7,1.9,35.4,29.0,3,2.263962264150943,0.04819277108433735,852.5999999999999,1238.8
703_1945750,703,SC,1945750.0,Catena Zapata Nicolas Red,750ml,109.99,619.0,52,619.0,19.02, Medium ,66227,36.1,73919.0,1185073.0,51.9,7.5,5.4,15.1,24.3,3,2.0752830188679243,0.08387096774193549,877.23,619.0
1135_1945750,1135,CA,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,558.0,52,558.0,1.19, Medium ,366397,57.2,121881.0,1059464.0,60.0,15.8,35.9,5.2,24.0,4,2.263962264150943,0.09302325581395349,1372.8000000000002,372.0
2802_1945750,2802,KS,1945750.0,Catena Zapata Nicolas Red,750ml,194.99,150.0,45,173.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,4,4.238913043478261,0.25862068965517243,1227.6599999999999,141.56
1103_1945750,1103,CA,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,135.0,52,135.0,16.05, Medium ,162484,50.7,101198.0,1302349.0,49.3,38.5,27.2,2.0,21.1,4,2.169622641509434,0.38235294117647056,1069.7700000000002,372.0
217_1945750,217,VA,1945750.0,Catena Zapata Nicolas Red,750ml,139.99,796.0,52,796.0,8.3, Medium ,58061,27.3,63063.0,732110.0,35.2,11.2,5.0,29.7,22.2,0,2.6413207547169812,0.06524466750313676,606.06,666.0
2605_1945750,2605,MI,1945750.0,Catena Zapata Nicolas Red,750ml,164.99,315.0,28,585.0,0.64, Large ,70177,49.6,98966.0,1808879.0,55.4,4.3,13.0,4.6,27.0,3,5.689310344827587,0.04778156996587031,1339.2,461.19
517_1945750,517,TX,1945750.0,Catena Zapata Nicolas Red,750ml,104.99,334.0,50,347.0,7.67, Medium ,186096,28.4,56721.0,916533.0,45.9,42.0,11.6,13.9,20.8,4,2.058627450980392,0.14367816091954022,590.72,443.21
701_1945750,701,SC,1945750.0,Catena Zapata Nicolas Red,750ml,109.99,487.0,52,487.0,20.99, Small ,40497,27.7,60321.0,872417.0,41.0,4.1,3.6,36.4,23.8,1,2.0752830188679243,0.10655737704918032,659.26,487.0
305_1945750,305,NJ,1945750.0,Catena Zapata Nicolas Red,750ml,91.97,370.0,52,370.0,2.96, Large ,60245,46.8,91707.0,1786040.0,48.2,15.6,4.1,8.1,26.4,4,1.7352830188679245,0.14016172506738545,1235.5199999999998,492.33
1124_1945750,1124,CA,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,350.0,52,350.0,7.17, Small ,54828,77.3,182711.0,3037929.0,70.7,9.1,32.9,2.2,26.7,2,2.263962264150943,0.14814814814814814,2063.91,711.0
1803_1945750,1803,MO,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,574.0,24,1243.0,8.95, Large ,47303,56.7,112649.0,2597742.0,65.6,3.4,9.6,3.3,29.9,3,4.7996,0.01929260450160772,1695.33,865.58
2602_1945750,2602,MI,1945750.0,Catena Zapata Nicolas Red,750ml,164.99,305.0,52,305.0,2.95, Large ,74390,48.1,95634.0,1714835.0,57.1,2.9,15.0,7.0,29.2,4,3.1130188679245285,0.16993464052287582,1404.52,248.33
214_1945750,214,VA,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,536.0,52,536.0,19.67, Medium ,115833,62.4,125578.0,2322931.0,63.6,17.5,23.3,6.7,25.3,1,2.169622641509434,0.09683426443202979,1578.72,666.0
931_1945750,931,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,4009.0,51,4088.0,6.48, Large ,162992,22.1,52054.0,616482.0,31.6,38.4,2.2,32.8,25.6,4,2.3075,0.012472487160674981,565.7600000000001,1605.25
1001_1945750,1001,AZ,1945750.0,Catena Zapata Nicolas Red,750ml,97.99,676.0,52,676.0,16.13, Medium ,104841,19.5,43730.0,519532.0,37.9,36.1,4.9,4.1,22.4,2,1.8488679245283017,0.07680945347119646,436.79999999999995,388.5
2301_1945750,2301,CO,1945750.0,Catena Zapata Nicolas Red,750ml,124.99,475.0,52,475.0,6.29, Medium ,229522,36.7,71604.0,865880.0,57.5,21.7,5.4,8.1,22.3,3,2.358301886792453,0.1092436974789916,818.4100000000001,475.0
1125_1945750,1125,CA,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,228.0,52,228.0,6.27, Large ,154338,53.5,107592.0,1631885.0,43.6,21.4,49.3,3.5,25.8,3,2.263962264150943,0.22707423580786026,1380.3,578.85
1201_1945750,1201,NV,1945750.0,Catena Zapata Nicolas Red,750ml,124.99,989.0,51,1008.0,14.67, Large ,170684,30.0,64506.0,873551.0,31.5,26.3,11.6,11.5,25.2,4,2.403653846153846,0.05054509415262636,756.0,618.9
936_1945750,936,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,1807.0,45,2088.0,0.96, Medium ,191164,26.1,51604.0,582251.0,37.2,79.5,1.4,7.8,24.3,4,2.608478260869565,0.0215414073719483,634.23,1710.41
1203_1945750,1203,NV,1945750.0,Catena Zapata Nicolas Red,750ml,124.99,225.0,52,225.0,13.56, Large ,68202,34.7,69366.0,1109799.0,39.1,25.7,5.9,2.4,26.2,3,2.358301886792453,0.23008849557522124,909.1400000000001,607.0
538_1945750,538,TX,1945750.0,Catena Zapata Nicolas Red,750ml,104.99,1525.0,48,1652.0,2.0, Large ,68537,16.6,42092.0,342556.0,23.6,92.0,1.3,0.9,17.9,1,2.1426530612244896,0.029038112522686024,297.14,878.22
1104_1945750,1104,CA,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,135.0,52,135.0,15.24, Large ,84828,42.6,87836.0,913943.0,30.5,54.0,11.2,9.6,21.2,3,2.169622641509434,0.38235294117647056,903.12,578.85
907_1945750,907,FL,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,1475.0,52,1475.0,18.41, Large ,79803,27.4,62306.0,566903.0,40.2,16.6,9.4,17.9,20.4,4,2.169622641509434,0.03523035230352303,558.9599999999999,1574.38
1130_1945750,1130,CA,1945750.0,Catena Zapata Nicolas Red,750ml,111.19,568.0,52,568.0,2.48, Large ,81756,64.4,125031.0,2006458.0,63.0,12.1,27.7,2.4,25.8,3,2.0979245283018866,0.0913884007029877,1661.5200000000002,578.85
301_1945750,301,NJ,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,1007.0,52,1007.0,30.02, Large ,106097,40.8,79937.0,1357225.0,39.8,20.3,6.1,15.4,25.9,2,2.263962264150943,0.051587301587301584,1056.7199999999998,492.33
934_1945750,934,FL,1945750.0,Catena Zapata Nicolas Red,750ml,109.99,418.0,52,418.0,3.36, Large ,41228,45.2,90746.0,1114299.0,45.8,23.4,7.6,10.5,25.3,2,2.0752830188679243,0.12410501193317422,1143.5600000000002,1574.38
530_1945750,530,TX,1945750.0,Catena Zapata Nicolas Red,750ml,104.99,218.0,52,218.0,4.97, Medium ,200017,40.2,76170.0,891370.0,54.6,40.4,5.5,18.4,22.1,3,1.980943396226415,0.2374429223744292,888.4200000000001,426.17
1805_1945750,1805,MO,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,336.0,52,336.0,1.19, Medium ,33546,41.0,82892.0,747797.0,40.6,6.6,2.3,6.4,21.8,3,2.263962264150943,0.1543026706231454,893.8000000000001,336.0
909_1945750,909,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,485.0,52,485.0,17.6, Medium ,128481,26.2,57186.0,622337.0,39.7,31.0,3.2,17.5,23.8,3,2.263962264150943,0.10699588477366255,623.56,1480.17
2302_1945750,2302,CO,1945750.0,Catena Zapata Nicolas Red,750ml,124.99,596.0,52,596.0,5.03, Large ,89577,57.0,111081.0,1897933.0,66.0,8.7,8.5,2.6,25.1,4,2.358301886792453,0.08710217755443886,1430.7,596.0
901_1945750,901,FL,1945750.0,Catena Zapata Nicolas Red,750ml,109.99,682.0,52,682.0,19.18, Small ,112471,28.6,57338.0,751078.0,40.7,38.1,3.2,18.1,24.0,4,2.0752830188679243,0.07613469985358712,686.4000000000001,1238.8
919_1945750,919,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,2106.0,52,2106.0,12.31, Medium ,144133,25.7,56680.0,716877.0,30.9,27.9,3.7,38.5,24.9,3,2.263962264150943,0.024679639297579496,639.93,1480.17
609_1945750,609,NC,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,107.0,52,107.0,21.28, Large ,39025,49.7,99311.0,1506221.0,57.2,8.8,4.0,9.5,23.6,3,2.263962264150943,0.48148148148148145,1172.92,107.0
522_1945750,522,TX,1945750.0,Catena Zapata Nicolas Red,750ml,104.99,958.0,52,958.0,7.3, Medium ,133257,38.2,75120.0,843409.0,54.4,31.5,10.9,7.1,20.2,2,1.980943396226415,0.054223149113660066,771.64,426.17
1131_1945750,1131,CA,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,796.0,51,812.0,2.88, Small ,34185,40.8,83481.0,1050191.0,43.5,30.4,9.2,4.8,22.5,1,2.3075,0.06273062730627306,917.9999999999999,724.94
918_1945750,918,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,1183.0,52,1183.0,13.21, Medium ,95855,38.4,76987.0,1309505.0,42.4,64.5,3.0,10.9,26.9,4,2.263962264150943,0.04391891891891892,1032.9599999999998,1480.17
1110_1945750,1110,CA,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,776.0,52,776.0,12.21, Small ,117011,55.8,110086.0,1774066.0,53.7,21.1,16.4,1.9,26.3,3,2.169622641509434,0.06692406692406692,1467.54,711.0
926_1945750,926,FL,1945750.0,Catena Zapata Nicolas Red,750ml,119.99,3459.0,51,3527.0,9.05, Small ,121139,29.8,58669.0,528459.0,47.5,65.6,2.1,12.4,21.8,4,2.3075,0.01445578231292517,649.64,1263.09
2701_1945750,2701,IN,1945750.0,Catena Zapata Nicolas Red,750ml,114.99,435.0,52,435.0,3.99, Large ,85421,35.3,70745.0,1062544.0,58.3,8.0,6.4,18.6,23.8,2,2.169622641509434,0.11926605504587157,840.14,435.0
101_1945750,101,DE,1945750.0,Catena Zapata Nicolas Red,750ml,134.99,1262.0,52,1262.0,33.69, Extra Large ,61324,39.1,78405.0,1328936.0,38.9,5.0,5.5,21.9,27.0,4,2.546981132075472,0.04117181314330958,1055.7,1262.0
