PK,Store_Number,Store_State,Item_Code,Item_Name,Package_Type,Retail,Actual_Sales_$_L52W,L52W_in_Stock,Normalized_Sales_$_L52W,Age_of_the_Store_(years),Store_Size,Households_(HH),%_HH_Income_>_$100K,Median_HH_Income,Average_Net_Worth,%_Population_w/_Bachelor's_Degree_+,%_Hispanic,%_Asian,%_African_American,%_Population_Age_50-70,Store_Tier,Price_to_Stock_Ratio,Stock_to_Sales_Ratio,Income_Age_Interaction,Nor_sales_per_store_size
304_2126228816,304,NJ,2126228816.0,New York Giants Jersey Logo Cab ,750ml,51.99,547.0,15,1897.0,21.9, Medium ,179410,41.1,79724.0,1403768.0,41.9,24.1,6.3,30.5,25.6,2,3.249375,0.007903055848261328,1052.16,1896.27
1806_2126228817,1806,MO,2126228817.0,Chiefs 2022 Championship Ring Cab,750ml,47.99,6428.0,43,7773.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,1.0906818181818183,0.0055312580396192435,1241.31,2683.84
1804_2126228817,1804,MO,2126228817.0,Chiefs 2022 Championship Ring Cab,750ml,49.99,136.0,7,1012.0,2.15, Large ,62406,48.0,95727.0,1449941.0,42.5,3.3,3.3,4.8,24.3,3,6.24875,0.006910167818361303,1166.4,16486.48
1801_2126228817,1801,MO,2126228817.0,Chiefs 2022 Championship Ring Cab,750ml,49.99,179.0,36,259.0,9.16, Medium ,65540,52.2,103817.0,2376480.0,64.2,3.1,8.2,3.8,28.2,3,1.3510810810810812,0.13846153846153847,1472.04,2823.17
1805_2126228817,1805,MO,2126228817.0,Chiefs 2022 Championship Ring Cab,750ml,47.99,3730.0,16,12121.0,1.19, Medium ,33546,41.0,82892.0,747797.0,40.6,6.6,2.3,6.4,21.8,2,2.8229411764705885,0.0013199142055766375,893.8000000000001,6352.12
1803_2126228817,1803,MO,2126228817.0,Chiefs 2022 Championship Ring Cab,750ml,49.99,94.0,37,132.0,8.95, Large ,47303,56.7,112649.0,2597742.0,65.6,3.4,9.6,3.3,29.9,4,1.3155263157894737,0.2781954887218045,1695.33,3119.06
2801_2126228817,2801,KS,2126228817.0,Chiefs 2022 Championship Ring Cab,750ml,45.99,1467.0,44,1734.0,0.96, Large ,41452,35.6,71941.0,1143166.0,49.6,7.8,8.7,14.4,22.9,3,1.022,0.025360230547550433,815.24,2861.18
1802_2126228817,1802,MO,2126228817.0,Chiefs 2022 Championship Ring Cab,750ml,49.99,186.0,32,303.0,9.05, Small ,140765,34.0,67711.0,1073544.0,57.5,3.5,5.3,21.9,24.7,2,1.5148484848484849,0.10526315789473684,839.8,302.25
2802_2126228817,2802,KS,2126228817.0,Chiefs 2022 Championship Ring Cab,750ml,48.99,3375.0,52,3375.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.9243396226415095,0.015402843601895734,1227.6599999999999,2421.0
2201_2126228821,2201,NY,2126228821.0,New York Giants Script Cab Sauv,750ml,52.99,1322.0,10,6876.0,6.99, Large ,145881,56.2,113250.0,2286117.0,43.9,22.4,14.3,17.0,25.8,4,4.817272727272727,0.0014541224371092047,1449.96,6874.4
2302_2126228822,2302,CO,2126228822.0,Denver Nuggets 2023 Champ Net Cab,750ml,45.99,2142.0,37,3011.0,5.03, Large ,89577,57.0,111081.0,1897933.0,66.0,8.7,8.5,2.6,25.1,4,1.210263157894737,0.012284196547144754,1430.7,2682.22
2303_2126228822,2303,CO,2126228822.0,Denver Nuggets 2023 Champ Net Cab,750ml,45.99,1675.0,38,2292.0,2.18, Large ,106175,43.7,86834.0,1414923.0,45.8,21.3,4.2,1.5,26.7,4,1.1792307692307693,0.016572176188399478,1166.79,2611.63
2302_2126228823,2302,CO,2126228823.0,Denver Nuggets 2023 Champs Cab,750ml,52.99,300.0,1,15597.0,5.03, Large ,89577,57.0,111081.0,1897933.0,66.0,8.7,8.5,2.6,25.1,4,26.495,6.411078343377356e-05,1430.7,15600.0
2302_2126228825,2302,CO,2126228825.0,Denver Nuggets 2023 Champ Skyline ,750ml,52.99,97.0,4,1259.0,5.03, Large ,89577,57.0,111081.0,1897933.0,66.0,8.7,8.5,2.6,25.1,4,10.598,0.0031746031746031746,1430.7,1261.0
1133_2126229051,1133,CA,2126229051.0,5to9 Organic Cabernet Sauvignon,500ml,22.99,443.0,39,590.0,2.21, Large ,59305,63.6,130486.0,2322883.0,65.4,14.5,7.5,1.0,27.5,3,0.57475,0.06598984771573604,1749.0,590.67
2802_2126229233,2802,KS,2126229233.0,Levit8 Cabernet Sauvignon,750ml,24.99,4524.0,52,4524.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.47150943396226414,0.01149171270718232,1227.6599999999999,4524.0
2802_2126229256,2802,KS,2126229256.0,Clos D'argentine Cab Sauv,750ml,14.99,607.0,52,607.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.2828301886792453,0.08552631578947369,1227.6599999999999,607.0
2801_2126229258,2801,KS,2126229258.0,Introvert Cabernet Sauvignon,750ml,12.99,1027.0,44,1214.0,0.96, Large ,41452,35.6,71941.0,1143166.0,49.6,7.8,8.7,14.4,22.9,3,0.2886666666666667,0.03621399176954732,815.24,7973.73
2802_2126229258,2802,KS,2126229258.0,Introvert Cabernet Sauvignon,750ml,10.99,12467.0,51,12711.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.21134615384615385,0.0040119572057898045,1227.6599999999999,6879.29
2802_2126229304,2802,KS,2126229304.0,Far Mountain Fission Cabernet,750ml,62.99,359.0,52,359.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,4,1.1884905660377358,0.14444444444444443,1227.6599999999999,359.0
2802_2126229350,2802,KS,2126229350.0,Copper Ridge Cabernet,1.5L,9.99,4330.0,52,4330.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.18849056603773584,0.012006465019625953,1227.6599999999999,4330.0
1805_2126229361,1805,MO,2126229361.0,Jax Y3 Cabernet Sauvignon,750ml,21.99,22.0,3,381.0,1.19, Medium ,33546,41.0,82892.0,747797.0,40.6,6.6,2.3,6.4,21.8,2,5.4975,0.007853403141361256,893.8000000000001,381.33
1802_2126229361,1802,MO,2126229361.0,Jax Y3 Cabernet Sauvignon,750ml,21.99,22.0,3,381.0,9.05, Small ,140765,34.0,67711.0,1073544.0,57.5,3.5,5.3,21.9,24.7,2,5.4975,0.007853403141361256,839.8,381.33
1806_2126229361,1806,MO,2126229361.0,Jax Y3 Cabernet Sauvignon,750ml,21.99,1900.0,48,2058.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,0.4487755102040816,0.023312287518212724,1241.31,2058.33
2802_2126229361,2802,KS,2126229361.0,Jax Y3 Cabernet Sauvignon,750ml,19.99,8664.0,52,8664.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.37716981132075467,0.006001154068090017,1227.6599999999999,8664.0
2802_2126229369,2802,KS,2126229369.0,M by Mac and Billy Cabernet,750ml,21.99,4642.0,52,4642.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.4149056603773585,0.011199655395218609,1227.6599999999999,4642.0
1137_2126229369,1137,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,161.0,39,215.0,1.96, Medium ,69461,45.5,89025.0,1157668.0,40.5,34.1,9.1,2.5,22.0,3,0.72475,0.18055555555555555,1001.0,125.95
1140_2126229369,1140,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,78.0,35,116.0,0.77, Medium ,56959,55.7,115247.0,2456245.0,64.4,16.8,6.4,3.2,29.4,2,0.8052777777777778,0.29914529914529914,1637.58,140.34
1116_2126229369,1116,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,47.0,39,63.0,8.09, Medium ,136560,44.0,86390.0,1286108.0,40.5,34.3,13.8,4.1,25.0,1,0.7497499999999999,0.609375,1100.0,125.95
1120_2126229369,1120,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,132.0,39,176.0,7.05, Large ,168631,56.5,116849.0,1755512.0,47.6,28.6,29.0,3.2,23.8,3,0.72475,0.22033898305084745,1344.7,100.56
1125_2126229369,1125,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,105.0,39,140.0,6.27, Large ,154338,53.5,107592.0,1631885.0,43.6,21.4,49.3,3.5,25.8,2,0.72475,0.2765957446808511,1380.3,100.56
1141_2126229369,1141,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,0.0,9,0.0,0.25, Medium ,394314,32.9,64024.0,550253.0,46.2,40.1,16.9,8.0,22.0,3,2.9989999999999997,9.0,723.8,545.78
1124_2126229369,1124,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,128.0,39,171.0,7.17, Small ,54828,77.3,182711.0,3037929.0,70.7,9.1,32.9,2.2,26.7,1,0.72475,0.22674418604651161,2063.91,286.17
1139_2126229369,1139,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,50.0,39,66.0,1.14, Large ,299012,41.5,80990.0,840862.0,49.1,33.5,9.9,21.8,23.4,2,0.7497499999999999,0.582089552238806,971.0999999999999,100.56
1122_2126229369,1122,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,773.0,39,1030.0,5.18, Small ,132610,52.3,103778.0,1352786.0,57.4,23.1,22.0,1.7,22.3,2,0.7497499999999999,0.037827352085354024,1166.29,286.17
1110_2126229369,1110,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,226.0,39,301.0,12.21, Small ,117011,55.8,110086.0,1774066.0,53.7,21.1,16.4,1.9,26.3,3,0.7497499999999999,0.1291390728476821,1467.54,286.17
1119_2126229369,1119,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,27.0,39,36.0,7.59, Medium ,95422,32.4,67022.0,920392.0,36.4,36.7,11.0,6.2,21.7,3,0.7497499999999999,1.054054054054054,703.0799999999999,125.95
1101_2126229369,1101,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,56.0,39,75.0,16.78, Large ,86848,48.8,97376.0,1445578.0,43.1,15.5,9.9,2.4,23.5,2,0.7497499999999999,0.5131578947368421,1146.8,100.56
1105_2126229369,1105,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,433.0,39,577.0,14.28, Small ,112976,46.7,91951.0,1420834.0,41.8,39.3,23.2,2.0,23.2,3,0.7497499999999999,0.06747404844290658,1083.44,286.17
1138_2126229369,1138,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,110.0,39,146.0,1.67, Large ,61031,58.9,113797.0,1732380.0,41.5,28.2,13.2,3.9,23.8,2,0.7497499999999999,0.2653061224489796,1401.82,100.56
1133_2126229369,1133,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,47.0,39,63.0,2.21, Large ,59305,63.6,130486.0,2322883.0,65.4,14.5,7.5,1.0,27.5,3,0.72475,0.609375,1749.0,100.56
1109_2126229369,1109,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,119.0,39,159.0,12.54, Medium ,174778,43.6,85443.0,1258042.0,34.2,28.1,33.4,1.1,24.8,3,0.7497499999999999,0.24375,1081.28,125.95
1113_2126229369,1113,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,126.0,39,168.0,9.41, Medium ,184931,44.7,88924.0,1290551.0,38.8,31.2,24.8,6.4,25.1,2,0.7497499999999999,0.23076923076923078,1121.97,125.95
1108_2126229369,1108,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,30.0,39,40.0,13.04, Large ,151263,28.5,60692.0,701980.0,36.0,27.6,10.4,10.6,22.9,2,0.7497499999999999,0.9512195121951219,652.65,100.56
1130_2126229369,1130,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,95.0,39,127.0,2.48, Large ,81756,64.4,125031.0,2006458.0,63.0,12.1,27.7,2.4,25.8,4,0.72475,0.3046875,1661.5200000000002,100.56
1112_2126229369,1112,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,51.0,39,68.0,11.39, Large ,34549,37.2,71445.0,2141335.0,41.2,24.5,4.0,1.8,31.4,3,0.7497499999999999,0.5652173913043478,1168.08,100.56
1106_2126229369,1106,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,25.0,39,33.0,13.56, Large ,207129,44.0,86671.0,1090631.0,42.8,35.6,20.2,10.6,24.4,4,0.7497499999999999,1.1470588235294117,1073.6,100.56
1118_2126229369,1118,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,26.0,39,35.0,8.01, Small ,109664,55.3,110951.0,2014020.0,54.5,21.2,15.5,2.7,26.7,3,0.72475,1.0833333333333333,1476.51,286.17
1126_2126229369,1126,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,130.0,39,173.0,6.5, Medium ,184922,43.8,85785.0,1159131.0,48.2,36.3,30.0,5.7,25.0,2,0.7497499999999999,0.22413793103448276,1095.0,125.95
1123_2126229369,1123,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,24.0,39,32.0,6.96, Medium ,59778,46.4,93124.0,1163387.0,33.3,32.2,11.2,5.6,21.5,2,0.7497499999999999,1.1818181818181819,997.6,125.95
1103_2126229369,1103,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,245.0,39,327.0,16.05, Medium ,162484,50.7,101198.0,1302349.0,49.3,38.5,27.2,2.0,21.1,3,0.7497499999999999,0.11890243902439024,1069.7700000000002,125.95
1117_2126229369,1117,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,27.0,39,36.0,7.55, Small ,113869,66.4,160965.0,2129200.0,71.4,18.8,33.3,3.3,22.7,0,0.72475,1.054054054054054,1507.28,286.17
1115_2126229369,1115,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,26.0,39,35.0,8.72, Medium ,75469,66.4,137450.0,1906279.0,54.5,17.9,54.0,2.6,24.2,2,0.72475,1.0833333333333333,1606.88,125.95
1128_2126229369,1128,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,128.0,39,171.0,6.61, Large ,91054,68.0,155687.0,2320557.0,64.7,16.3,30.2,1.5,26.1,2,0.72475,0.22674418604651161,1774.8000000000002,100.56
1806_2126229369,1806,MO,2126229369.0,M by Mac and Billy Cabernet,750ml,12.99,98.0,12,426.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,0.9992307692307693,0.02810304449648712,1241.31,424.67
1127_2126229369,1127,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,76.0,39,101.0,5.52, Large ,202687,62.7,140808.0,1727026.0,64.4,17.2,43.4,2.4,23.8,2,0.72475,0.38235294117647056,1492.2600000000002,100.56
1135_2126229369,1135,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,55.0,39,73.0,1.19, Medium ,366397,57.2,121881.0,1059464.0,60.0,15.8,35.9,5.2,24.0,3,0.72475,0.527027027027027,1372.8000000000002,125.95
1136_2126229369,1136,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,54.0,39,72.0,1.65, Small ,219257,37.3,73194.0,763091.0,44.5,35.8,17.4,2.1,24.6,2,0.7497499999999999,0.5342465753424658,917.5799999999999,286.17
1131_2126229369,1131,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,28.99,50.0,39,66.0,2.88, Small ,34185,40.8,83481.0,1050191.0,43.5,30.4,9.2,4.8,22.5,0,0.72475,0.582089552238806,917.9999999999999,286.17
1107_2126229369,1107,CA,2126229369.0,M by Mac and Billy Cabernet,750ml,29.99,190.0,39,253.0,13.61, Medium ,48982,58.7,115595.0,2419760.0,53.6,19.7,9.2,1.5,29.4,3,0.7497499999999999,0.15354330708661418,1725.78,125.95
2802_2126229371,2802,KS,2126229371.0,BOUND CAB SAUV,750ml,16.99,530.0,52,530.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.320566037735849,0.09792843691148775,1227.6599999999999,530.0
2801_2126229400,2801,KS,2126229400.0,Fly By Cab Sauv,750ml,13.99,617.0,44,729.0,0.96, Large ,41452,35.6,71941.0,1143166.0,49.6,7.8,8.7,14.4,22.9,3,0.3108888888888889,0.06027397260273973,815.24,3108.77
2802_2126229400,2802,KS,2126229400.0,Fly By Cab Sauv,750ml,14.99,4644.0,52,4644.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.2828301886792453,0.011194833153928956,1227.6599999999999,2630.5
2802_2126229404,2802,KS,2126229404.0,Ka Da Bra Cabernet Sauvignon,750ml,11.99,568.0,52,568.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.22622641509433963,0.0913884007029877,1227.6599999999999,568.0
2802_2126229408,2802,KS,2126229408.0,Maquis Cabernet Sauvignon,750ml,18.99,180.0,52,180.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.3583018867924528,0.287292817679558,1227.6599999999999,180.0
2802_2126229421,2802,KS,2126229421.0,Dandelion Vyds Cabernet Sauvignon,750ml,19.99,720.0,52,720.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.37716981132075467,0.07212205270457697,1227.6599999999999,720.0
2802_2126229451,2802,KS,2126229451.0,Marietta Arme Cabernet Sauvignon,750ml,26.99,4016.0,52,4016.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.5092452830188678,0.012944983818770227,1227.6599999999999,2249.5
2801_2126229451,2801,KS,2126229451.0,Marietta Arme Cabernet Sauvignon,750ml,25.99,483.0,44,571.0,0.96, Large ,41452,35.6,71941.0,1143166.0,49.6,7.8,8.7,14.4,22.9,3,0.5775555555555555,0.07692307692307693,815.24,2658.5
2802_2126229454,2802,KS,2126229454.0,Kate Arnold Columbia Valley,750ml,18.99,1075.0,52,1075.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.3583018867924528,0.048327137546468404,1227.6599999999999,1075.0
2802_2126229484,2802,KS,2126229484.0,Di Majo Norante Cabernet,750ml,12.99,9229.0,52,9229.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.24509433962264152,0.005633802816901409,1227.6599999999999,9229.0
2802_2126229564,2802,KS,2126229564.0,NEVER LOOK BACK CAB SAUV,750ml,15.99,1236.0,52,1236.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.3016981132075472,0.04203718674211803,1227.6599999999999,896.0
2801_2126229564,2801,KS,2126229564.0,NEVER LOOK BACK CAB SAUV,750ml,14.99,556.0,41,705.0,0.96, Large ,41452,35.6,71941.0,1143166.0,49.6,7.8,8.7,14.4,22.9,3,0.3569047619047619,0.05807365439093484,815.24,1136.39
2802_2126229600,2802,KS,2126229600.0,North by Northwest,750ml,16.99,872.0,52,872.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.320566037735849,0.05956471935853379,1227.6599999999999,872.0
1806_2126229600,1806,MO,2126229600.0,North by Northwest,750ml,16.99,201.0,50,209.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,0.3331372549019608,0.23809523809523808,1241.31,209.04
2802_2126229609,2802,KS,2126229609.0,Echeverria No Es Pituko Cab Sauv,750ml,16.99,393.0,52,393.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.320566037735849,0.1319796954314721,1227.6599999999999,393.0
2802_2126229677,2802,KS,2126229677.0,OUTLOT CAB SAUV,750ml,14.99,478.0,21,1184.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.6813636363636364,0.017721518987341773,1227.6599999999999,1183.62
1806_2126229701,1806,MO,2126229701.0,PAUL HOBBS COOMBSVILLE CAB(U),750ml,114.99,3538.0,50,3680.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,2.254705882352941,0.013583265417006248,1241.31,1895.92
2802_2126229701,2802,KS,2126229701.0,PAUL HOBBS COOMBSVILLE CAB(U),750ml,109.99,4680.0,47,5178.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,4,2.2914583333333334,0.009075111025294458,1227.6599999999999,5177.87
1801_2126229701,1801,MO,2126229701.0,PAUL HOBBS COOMBSVILLE CAB(U),750ml,119.99,108.0,3,1872.0,9.16, Medium ,65540,52.2,103817.0,2376480.0,64.2,3.1,8.2,3.8,28.2,2,29.9975,0.001601708489054992,1472.04,1872.0
1804_2126229701,1804,MO,2126229701.0,PAUL HOBBS COOMBSVILLE CAB(U),750ml,119.99,108.0,3,1872.0,2.15, Large ,62406,48.0,95727.0,1449941.0,42.5,3.3,3.3,4.8,24.3,2,29.9975,0.001601708489054992,1166.4,31598.67
2802_2126229703,2802,KS,2126229703.0,PAVETTE CAB SAUV,750ml,11.99,537.0,52,537.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.22622641509433963,0.09665427509293681,1227.6599999999999,537.0
2802_2126229803,2802,KS,2126229803.0,THE SOLDIER CAB SAUV,750ml,21.99,295.0,52,295.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.4149056603773585,0.17567567567567569,1227.6599999999999,295.0
1806_2126229803,1806,MO,2126229803.0,THE SOLDIER CAB SAUV,750ml,20.99,401.0,50,417.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,0.4115686274509804,0.11961722488038277,1241.31,417.04
2802_2126229828,2802,KS,2126229828.0,ROBERT OATLEY CABERNET,750ml,18.99,268.0,46,303.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.40404255319148935,0.1513157894736842,1227.6599999999999,302.96
2802_2126229834,2802,KS,2126229834.0,SAND POINT CAB SAUV,750ml,9.99,456.0,52,456.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.18849056603773584,0.1137855579868709,1227.6599999999999,456.0
1806_2126229834,1806,MO,2126229834.0,SAND POINT CAB SAUV,750ml,9.49,211.0,50,219.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,0.18607843137254904,0.22727272727272727,1241.31,219.44
2801_2126229835,2801,KS,2126229835.0,Tranche Cab Sauv Walla,750ml,49.99,250.0,44,295.0,0.96, Large ,41452,35.6,71941.0,1143166.0,49.6,7.8,8.7,14.4,22.9,3,1.110888888888889,0.14864864864864866,815.24,295.45
2802_2126229842,2802,KS,2126229842.0,TOR Cabernet Sauvignon Rioja,750ml,184.99,1612.0,36,2328.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,4,4.99972972972973,0.015457277801631602,1227.6599999999999,2328.44
2802_2126229850,2802,KS,2126229850.0,TUSSOCK JUMPER CAB SAUV...,750ml,9.99,561.0,52,561.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.18849056603773584,0.09252669039145907,1227.6599999999999,561.0
2802_2126229853,2802,KS,2126229853.0,SCARLET VINE CAB,750ml,15.99,3480.0,51,3548.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.3075,0.014370245139475908,1227.6599999999999,3548.24
1806_2126229853,1806,MO,2126229853.0,SCARLET VINE CAB,750ml,14.49,138.0,23,312.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,0.60375,0.07348242811501597,1241.31,312.0
2802_2126229871,2802,KS,2126229871.0,Silenus Tyros Cab Sauv Napa,750ml,29.99,3062.0,49,3249.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.5998,0.015076923076923076,1227.6599999999999,3249.47
2802_2126229890,2802,KS,2126229890.0,Venge Igneous Cab Sauv,750ml,99.99,1740.0,52,1740.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,4,1.8866037735849055,0.02986789201608271,1227.6599999999999,1740.0
2802_2126229896,2802,KS,2126229896.0,Simi Alexander Valley Cab Sauv,750ml,29.99,735.0,16,2390.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,1.7641176470588233,0.006691760769552488,1227.6599999999999,2388.75
2802_2126229902,2802,KS,2126229902.0,SIMPLE GRAPE CAB,750ml,14.99,949.0,52,949.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.2828301886792453,0.05473684210526316,1227.6599999999999,949.0
2802_2126229922,2802,KS,2126229922.0,Chateau Ste Michelle Cab Sauv Mimi,750ml,17.99,919.0,52,919.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.3394339622641509,0.05652173913043478,1227.6599999999999,919.0
2801_2126229972,2801,KS,2126229972.0,Submission Cabernet,750ml,14.99,2955.0,44,3492.0,0.96, Large ,41452,35.6,71941.0,1143166.0,49.6,7.8,8.7,14.4,22.9,3,0.33311111111111114,0.01259662181505869,815.24,3814.91
2802_2126229972,2802,KS,2126229972.0,Submission Cabernet,750ml,14.99,3501.0,52,3501.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.2828301886792453,0.014848657909765849,1227.6599999999999,3228.0
2802_2126229987,2802,KS,2126229987.0,WONDERLAND NO 9 CAB SAUV,750ml,38.99,834.0,52,834.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.7356603773584907,0.06227544910179641,1227.6599999999999,834.0
2802_2126230045,2802,KS,2126230045.0,Alma De Los Andes Reserve Cab Sauv,750ml,12.99,1392.0,52,1392.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.24509433962264152,0.03732950466618808,1227.6599999999999,1509.5
2801_2126230045,2801,KS,2126230045.0,Alma De Los Andes Reserve Cab Sauv,750ml,11.99,1627.0,44,1923.0,0.96, Large ,41452,35.6,71941.0,1143166.0,49.6,7.8,8.7,14.4,22.9,3,0.26644444444444443,0.02286902286902287,815.24,1783.95
2802_2126230056,2802,KS,2126230056.0,Birichino Pmr Vyd Cab Sauv,750ml,59.99,774.0,52,774.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,4,1.1318867924528302,0.06709677419354838,1227.6599999999999,774.0
2802_2126230065,2802,KS,2126230065.0,AMIGO PERRO CAB SAUV,750ml,10.99,2620.0,52,2620.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,3,0.20735849056603775,0.019839755818389926,1227.6599999999999,1467.5
1806_2126230065,1806,MO,2126230065.0,AMIGO PERRO CAB SAUV,750ml,9.99,49.0,6,424.0,1.07, Large ,60259,48.3,96145.0,1799787.0,59.9,6.5,8.7,12.0,25.7,2,1.4271428571428573,0.01411764705882353,1241.31,424.67
